year,player_id,player,team,position,games,targets,receptions,receiving_yards,receiving_tds,receiving_air_yards,target_share
2024,00-0032385,Sterling Shepard,TB,WR,13,51,32,334,1,473,0.0906
2024,00-0039847,Theo Johnson,NYG,TE,11,43,29,331,1,288,0.0776
2024,00-0033526,Samaje Perine,KC,RB,17,35,28,322,1,11,0.0612
2024,00-0039890,Adonai Mitchell,IND,WR,17,55,23,312,0,775,0.1118
2024,00-0035689,Dawson Knox,BUF,TE,14,33,22,311,1,316,0.0667
2024,00-0037228,Jaylen Warren,PIT,RB,15,47,38,310,0,-4,0.1022
2024,00-0033897,Joe Mixon,HOU,RB,14,52,36,309,1,-27,0.0951
2024,00-0036626,Dyami Brown,WAS,WR,15,40,30,308,1,293,0.0794
2024,00-0033307,Kendrick Bourne,NE,WR,12,38,28,305,1,353,0.076
2024,00-0038134,Kenneth Walker III,SEA,RB,11,53,46,299,1,-63,0.0931
2024,00-0033536,Mike Williams,PIT,WR,14,34,21,298,1,518,0.0577
2024,00-0037086,Grant Calcaterra,PHI,TE,15,30,24,298,1,220,0.0718
2024,00-0034972,Alexander Mattison,LV,RB,14,48,36,294,1,-4,0.0811
2024,00-0036244,Colby Parkinson,LAR,TE,16,49,30,294,1,263,0.0906
2024,00-0035406,Lil'Jordan Humphrey,DEN,WR,14,45,31,293,1,293,0.082
2024,00-0039751,Jordan Whittington,LAR,WR,14,28,22,293,0,151,0.0518
2024,00-0036427,Tyler Johnson,LAR,WR,11,41,26,291,1,229,0.0758
2024,00-0034386,Justin Watson,KC,WR,15,32,22,289,2,486,0.0559
2024,00-0039067,Rashee Rice,KC,WR,4,29,24,288,2,151,0.0507
2024,00-0035537,Ty Johnson,BUF,RB,17,25,18,284,3,204,0.0505
2024,00-0039384,Tyrone Tracy Jr.,NYG,RB,17,53,38,284,1,18,0.0957
2024,00-0036893,Najee Harris,PIT,RB,17,48,36,283,0,-70,0.1043
2024,00-0034844,Saquon Barkley,PHI,RB,16,43,33,278,2,98,0.1029
2024,00-0036415,Van Jefferson,PIT,WR,15,40,24,276,2,465,0.087
2024,00-0039868,Troy Franklin,DEN,WR,16,53,28,263,2,690,0.0965
2024,00-0032104,Ameer Abdullah,LV,RB,15,47,40,261,3,31,0.0794
2024,00-0031236,Brandin Cooks,DAL,WR,10,54,26,259,3,634,0.0868
2024,00-0035249,Josh Oliver,MIN,TE,12,28,22,258,3,218,0.0542
2024,00-0037248,James Cook,BUF,RB,16,38,32,258,2,37,0.0768
2024,00-0036973,Travis Etienne,JAX,RB,15,52,39,254,0,4,0.0996
2024,00-0037614,John Metchie III,HOU,WR,10,37,24,254,1,333,0.0676
2024,00-0033282,Curtis Samuel,BUF,WR,14,46,31,253,1,212,0.0929
2024,00-0036139,Rico Dowdle,DAL,RB,16,49,39,249,3,1,0.0788
2024,00-0038589,Josh Whyle,TEN,TE,15,37,28,248,1,209,0.073
2024,00-0039793,AJ Barner,SEA,TE,15,38,30,245,4,136,0.0668
2024,00-0038547,Luke Schoonmaker,DAL,TE,12,36,27,241,1,199,0.0579
2024,00-0036196,Gabe Davis,JAX,WR,10,42,20,239,2,565,0.0805
2024,00-0035261,Tony Pollard,TEN,RB,16,57,41,238,0,8,0.1124
2024,00-0037005,Tommy Tremble,CAR,TE,10,32,23,234,2,182,0.0618
2024,00-0031549,Nelson Agholor,BAL,WR,13,29,14,231,2,387,0.0635
2024,00-0033857,JuJu Smith-Schuster,KC,WR,11,26,18,231,2,143,0.0455
2024,00-0037267,Jerome Ford,CLE,RB,14,43,37,225,0,-15,0.0678
2024,00-0039032,Tyjae Spears,TEN,RB,12,35,30,224,1,-31,0.069
2024,00-0039880,Malik Washington,MIA,WR,14,36,26,223,0,195,0.0634
2024,00-0037741,Jahan Dotson,PHI,WR,14,33,19,216,0,327,0.0789
2024,00-0032464,Kalif Raymond,DET,WR,12,22,17,215,2,176,0.0421
2024,00-0034418,Cedrick Wilson Jr.,NO,WR,13,27,20,211,1,196,0.0522
2024,00-0037475,Stone Smartt,LAC,TE,9,19,16,208,0,192,0.0387
2024,00-0036328,Antonio Gibson,NE,RB,17,29,23,206,0,53,0.058
2024,00-0030431,Robert Woods,HOU,WR,14,30,20,203,0,284,0.0548
2024,00-0029892,Kyle Juszczyk,SF,FB,14,31,19,200,2,193,0.0604
2024,00-0038558,Darnell Washington,PIT,TE,13,25,19,200,1,108,0.0543
2024,00-0033854,Dare Ogunbowale,HOU,RB,16,28,19,198,1,48,0.0512
2024,00-0033943,Josh Reynolds,JAX,WR,8,24,13,194,1,270,0.0437
2024,00-0032764,Derrick Henry,BAL,RB,17,22,19,193,2,-25,0.0481
2024,00-0036630,Tylan Wallace,BAL,WR,12,12,11,193,1,74,0.0263
2024,00-0039875,Ray Davis,BUF,RB,17,19,17,189,3,16,0.0384
2024,00-0036422,Adam Trautman,DEN,TE,13,22,13,188,2,125,0.0401
2024,00-0033357,Taysom Hill,NO,TE,8,31,23,187,0,108,0.06
2024,00-0036251,Zack Moss,CIN,RB,8,27,23,187,1,3,0.043
2024,00-0036876,Kylen Granson,IND,TE,16,31,14,182,0,352,0.063
2024,00-0037840,Kyren Williams,LAR,RB,16,40,34,182,2,-32,0.0739
2024,00-0038640,Jalen Brooks,DAL,WR,12,30,12,177,1,409,0.0482
2024,00-0033923,Kareem Hunt,KC,RB,13,32,23,176,0,-58,0.0559
2024,00-0039041,Elijah Higgins,ARI,TE,15,24,20,172,2,108,0.0459
2024,00-0039052,Trey Palmer,TB,WR,15,22,12,172,1,315,0.0391
2024,00-0036555,Chuba Hubbard,CAR,RB,15,54,43,171,1,-65,0.1042
2024,00-0036875,Rhamondre Stevenson,NE,RB,15,41,33,168,1,-41,0.082
2024,00-0039355,Luke McCaffrey,WAS,WR,13,24,18,168,0,170,0.0476
2024,00-0039062,Jonathan Mingo,DAL,WR,14,42,17,167,0,462,0.0811
2024,00-0031687,Raheem Mostert,MIA,RB,13,23,19,161,0,14,0.0405
2024,00-0037746,Brian Robinson,WAS,RB,14,25,20,159,0,-23,0.0496
2024,00-0036527,DJ Turner,LV,WR,12,29,16,158,1,255,0.049
2024,00-0039814,Erick All,CIN,TE,8,22,20,158,0,72,0.035
2024,00-0039066,Michael Mayer,LV,TE,11,32,21,156,0,197,0.0541
2024,00-0034613,Tanner Hudson,CIN,TE,9,23,19,154,1,98,0.0366
2024,00-0036158,J.K. Dobbins,LAC,RB,13,38,32,153,0,-44,0.0774
2024,00-0037539,Lucas Krull,DEN,TE,10,23,19,152,0,118,0.0419
2024,00-0039363,Isaac Guerendo,SF,RB,16,16,15,152,0,50,0.0312
2024,00-0037231,Kevin Austin Jr.,NO,WR,8,22,11,151,0,259,0.0426
2024,00-0035243,Miles Sanders,CAR,RB,11,30,24,148,1,41,0.0579
2024,00-0039794,Braelon Allen,NYJ,RB,17,27,19,148,1,-5,0.0458
2024,00-0033217,Mo Alie-Cox,IND,TE,12,22,12,147,1,211,0.0447
2024,00-0033280,Christian McCaffrey,SF,RB,4,19,15,146,0,60,0.037
2024,00-0033246,Johnny Mundt,MIN,TE,14,27,19,142,2,115,0.0522
2024,00-0036223,Jonathan Taylor,IND,RB,14,31,18,136,1,-10,0.063
2024,00-0032394,Nick Vannett,TEN,TE,12,20,17,135,3,22,0.0394
2024,00-0039359,Cade Stover,HOU,TE,14,22,15,133,1,118,0.0402
2024,00-0034854,KhaDarel Hodge,ATL,WR,11,12,7,131,1,126,0.0223
2024,00-0038046,Charlie Kolar,BAL,TE,10,11,9,131,1,66,0.0241
2024,00-0038824,Ryan Miller,TB,WR,9,20,12,128,2,195,0.0355
2024,00-0038115,Daniel Bellinger,NYG,TE,12,17,14,125,0,69,0.0307
2024,00-0038821,Rakim Jarrett,TB,WR,8,11,9,124,0,127,0.0195
2024,00-0034860,Dante Pettis,NO,WR,8,28,12,120,1,282,0.0542
2024,00-0035250,Devin Singletary,NYG,RB,15,24,21,119,0,-68,0.0433
2024,00-0039386,Bub Means,NO,WR,4,15,9,118,1,170,0.029
2024,00-0038618,Xavier Hutchinson,HOU,WR,14,26,12,117,0,264,0.0475
2024,00-0036919,Kenny Gainwell,PHI,RB,17,22,16,116,0,23,0.0526
2024,00-0038783,Nate Adkins,DEN,TE,15,15,14,115,3,62,0.0273
2024,00-0039050,Payne Durham,TB,TE,8,14,11,115,2,124,0.0249
2024,00-0038573,Derius Davis,LAC,WR,15,17,13,112,2,65,0.0346
2024,00-0038738,Hunter Luepke,DAL,RB,14,16,12,111,0,39,0.0257
2024,00-0035631,Drew Sample,CIN,TE,11,22,20,109,1,34,0.035
2024,00-0037292,Andrew Ogletree,IND,TE,12,14,9,109,1,150,0.0285
2024,00-0038951,Sean Tucker,TB,RB,17,12,9,109,1,12,0.0213
2024,00-0038752,Jake Bobo,SEA,WR,12,17,13,107,1,138,0.0299
2024,00-0039810,Jermaine Burton,CIN,WR,8,14,4,107,0,296,0.0223
2024,00-0036646,Simi Fehoko,LAC,WR,6,16,6,106,0,236,0.0326
2024,00-0037805,Jeremy Ruckert,NYJ,TE,14,28,18,105,0,96,0.0475
2024,00-0038098,Pierre Strong,CLE,RB,13,22,14,104,0,6,0.0347
2024,00-0038705,Emari Demercado,ARI,RB,13,20,16,104,0,26,0.0382
2024,00-0039021,Roschon Johnson,CHI,RB,13,20,16,104,0,11,0.038
2024,00-0039410,Ryan Flournoy,DAL,WR,9,14,10,102,0,115,0.0225
2024,00-0036387,Jalen Reagor,LAC,WR,7,12,7,100,0,123,0.0244
2024,00-0036754,Brock Wright,DET,TE,11,16,13,100,2,81,0.0307
2024,00-0038720,Julian Hill,MIA,TE,14,19,12,100,0,120,0.0335
2024,00-0036984,Trey Sermon,IND,RB,15,19,16,99,0,6,0.0386
2024,00-0039623,Mason Tipton,NO,WR,9,26,14,99,0,326,0.0503
2024,00-0033576,Eric Saubert,SF,TE,12,14,11,97,1,94,0.0273
2024,00-0038465,Malik Heath,GB,WR,5,13,10,97,2,84,0.028
2024,00-0035125,Alec Ingold,MIA,FB,10,12,11,96,0,15,0.0211
2024,00-0035628,D'Ernest Johnson,JAX,RB,12,19,12,96,0,7,0.0364
2024,00-0039650,Bryce Oliver,TEN,WR,8,9,6,95,0,95,0.0178
2024,00-0035662,Marquise Brown,KC,WR,2,15,9,91,0,123,0.0262
2024,00-0037091,Bo Melton,GB,WR,13,17,8,91,0,303,0.0366
2024,00-0037525,Jordan Mason,SF,RB,12,14,11,91,0,52,0.0273
2024,00-0035140,Mecole Hardman,KC,WR,12,14,12,90,0,-14,0.0245
2024,00-0037263,Tyler Allgeier,ATL,RB,17,13,13,88,0,-5,0.0241
2024,00-0039530,Brevyn Spann-Ford,DAL,TE,11,14,9,88,0,82,0.0225
2024,00-0039754,Devin Culp,TB,TE,2,6,5,88,0,73,0.0107
2024,00-0039907,Ja'Lynn Polk,NE,WR,14,33,12,87,2,395,0.066
2024,00-0036232,Harrison Bryant,LV,TE,6,12,9,86,0,41,0.0203
2024,00-0033891,Zay Jones,ARI,WR,6,11,8,84,0,119,0.021
2024,00-0036628,John Bates,WAS,TE,13,13,8,84,0,63,0.0258
2024,00-0034487,Trent Sherfield,MIN,WR,13,9,8,83,1,54,0.0174
2024,00-0038396,Eric Gray,NYG,RB,14,11,10,82,0,-22,0.0199
2024,00-0030578,Cordarrelle Patterson,PIT,RB,13,14,12,80,1,42,0.0304
2024,00-0039365,Jacob Cowing,SF,WR,15,6,4,80,0,86,0.0117
2024,00-0036331,Devin Duvernay,JAX,WR,13,16,11,79,0,183,0.0307
2024,00-0037197,Isiah Pacheco,KC,RB,7,16,12,79,0,-22,0.028
2024,00-0032128,Chris Conley,SF,WR,9,12,6,76,0,207,0.0234
2024,00-0038794,Jaleel McLaughlin,DEN,RB,16,27,24,76,2,-109,0.0492
2024,00-0039798,Isaiah Davis,NYJ,RB,13,12,9,75,1,16,0.0204
2024,00-0034830,Hayden Hurst,LAC,TE,7,13,8,73,0,62,0.0265
2024,00-0031763,DeAndre Carter,CHI,WR,13,14,9,72,0,155,0.0266
2024,00-0031941,Jamison Crowder,WAS,WR,5,13,9,72,2,108,0.0258
2024,00-0034646,Brandon Powell,MIN,WR,16,10,7,71,0,102,0.0193
2024,00-0038678,Jordan Mims,NO,RB,8,18,12,71,0,3,0.0348
2024,00-0033045,Ezekiel Elliott,DAL,RB,15,15,12,69,0,-27,0.0241
2024,00-0035298,Scott Miller,PIT,WR,6,9,5,69,0,106,0.0196
2024,00-0036862,Ben Skowronek,PIT,WR,9,5,5,69,0,40,0.0109
2024,00-0038679,Tyrell Shavers,BUF,WR,1,1,1,69,1,-2,0.002
2024,00-0038685,Chris Brooks,GB,RB,11,13,11,69,0,-22,0.028
2024,00-0036414,Cam Akers,MIN,RB,16,18,14,68,3,-27,0.0329
2024,00-0035021,Ashton Dulin,IND,WR,13,8,2,67,1,154,0.0163
2024,00-0036887,Luke Farrell,JAX,TE,12,17,12,67,0,82,0.0326
2024,00-0033110,Tyler Higbee,LAR,TE,3,12,8,66,2,26,0.0222
2024,00-0034054,River Cracraft,MIA,WR,5,9,7,66,0,71,0.0158
2024,00-0031595,Michael Burton,DEN,FB,12,10,10,65,1,24,0.0182
2024,00-0033439,Pharaoh Brown,SEA,TE,10,12,8,65,0,51,0.0211
2024,00-0037300,Mike Woods,CLE,WR,5,17,7,65,0,187,0.0268
2024,00-0038938,Jalin Hyatt,NYG,WR,10,19,8,62,0,363,0.0343
2024,00-0039391,Kimani Vidal,LAC,RB,9,9,5,62,1,48,0.0183
2024,00-0037120,Tyler Goodson,IND,RB,14,15,11,61,1,19,0.0305
2024,00-0037004,Hunter Long,LAR,TE,11,9,7,60,0,31,0.0166
2024,00-0035806,JaMycal Hasty,NE,RB,12,12,10,59,1,-2,0.024
2024,00-0039921,Trey Benson,ARI,RB,12,6,6,59,0,-19,0.0115
2024,00-0039738,Blake Corum,LAR,RB,15,8,7,58,0,-5,0.0148
2024,00-0033948,Jamaal Williams,NO,RB,14,11,9,57,0,-14,0.0213
2024,00-0036345,K.J. Osborn,WAS,WR,7,18,7,57,1,107,0.036
2024,00-0036924,Michael Carter,ARI,RB,3,11,11,57,0,-16,0.021
2024,00-0031235,Odell Beckham Jr.,MIA,WR,8,18,9,55,0,136,0.0317
2024,00-0033925,D'Onta Foreman,CLE,RB,10,8,6,54,0,1,0.0126
2024,00-0038555,Tank Bigsby,JAX,RB,16,12,7,54,0,-13,0.023
2024,00-0034798,Durham Smythe,MIA,TE,14,17,9,53,0,94,0.0299
2024,00-0037569,Peyton Hendershot,KC,TE,5,5,5,51,0,19,0.0087
2024,00-0038710,Blake Whiteheart,CLE,TE,7,9,6,51,1,81,0.0142
2024,00-0037524,Tay Martin,TEN,WR,1,2,1,49,1,63,0.0039
2024,00-0037617,Hassan Haskins,LAC,RB,12,3,3,49,1,7,0.0061
2024,00-0038519,Nikko Remigio,KC,WR,5,6,2,48,0,64,0.0105
2024,00-0038797,Emanuel Wilson,GB,RB,17,14,11,48,1,-63,0.0302
2024,00-0036510,Kenny Yeboah,NYJ,TE,7,8,5,47,1,37,0.0136
2024,00-0038104,Tyquan Thornton,NE,WR,4,8,4,47,0,126,0.016
2024,00-0036429,Charlie Woerner,ATL,TE,12,12,7,46,0,35,0.0223
2024,00-0039144,Luke Musgrave,GB,TE,7,10,7,45,0,66,0.0216
2024,00-0035891,Cody White,SEA,WR,2,3,2,44,0,40,0.0053
2024,00-0036620,Dee Eskridge,MIA,WR,5,3,3,44,0,15,0.0053
2024,00-0037276,Ty Chandler,MIN,RB,14,6,6,42,0,-11,0.0116
2024,00-0038809,Ben Sims,GB,TE,4,5,4,42,0,40,0.0108
2024,00-0036497,Tim Jones,JAX,WR,8,5,3,41,0,40,0.0096
2024,00-0036955,Terrace Marshall Jr.,LV,WR,5,6,3,41,0,52,0.0101
2024,00-0039747,Ainias Smith,PHI,WR,3,9,7,41,1,38,0.0215
2024,00-0031585,MyCole Pruitt,PIT,TE,7,10,6,40,1,33,0.0217
2024,00-0035567,Craig Reynolds,DET,RB,8,5,3,40,0,-10,0.0096
2024,00-0036841,Austin Trammell,JAX,WR,1,3,2,40,0,44,0.0057
2024,00-0037304,Connor Heyward,PIT,FB,12,8,6,40,1,67,0.0174
2024,00-0037654,Tucker Fisk,LAC,TE,7,8,7,39,0,20,0.0163
2024,00-0038496,Xavier Gipson,NYJ,WR,17,10,6,39,1,112,0.017
2024,00-0039074,Davis Allen,LAR,TE,7,13,6,39,0,50,0.024
2024,00-0039236,Johnny Wilson,PHI,WR,10,15,5,38,1,147,0.0359
2024,00-0035976,Dan Chisena,CAR,WR,4,4,3,37,0,30,0.0077
2024,00-0039364,Sione Vaki,DET,RB,9,3,3,37,0,17,0.0057
2024,00-0039737,Tip Reiman,ARI,TE,8,7,6,37,0,12,0.0134
2024,00-0033895,Gerald Everett,CHI,TE,10,13,8,36,0,35,0.0247
2024,00-0036268,Laviska Shenault Jr.,SEA,WR,10,5,5,36,0,-10,0.0088
2024,00-0036590,Quintin Morris,BUF,TE,10,8,5,36,1,74,0.0162
2024,00-0032918,C.J. Ham,MIN,FB,10,6,5,35,0,1,0.0116
2024,00-0039746,Will Shipley,PHI,RB,13,4,4,35,0,7,0.0096
2024,00-0036990,Divine Deablo,LV,LB,13,1,1,34,0,4,0.0017
2024,00-0037132,Britain Covey,PHI,WR,5,8,7,34,0,9,0.0191
2024,00-0037557,Ronnie Rivers,LAR,RB,6,6,5,34,0,-26,0.0111
2024,00-0037742,Treylon Burks,TEN,WR,5,8,4,34,0,135,0.0158
2024,00-0038551,Kendre Miller,NO,RB,6,8,5,33,0,3,0.0155
2024,00-0034777,DJ Chark,LAC,WR,4,10,4,31,1,115,0.0204
2024,00-0034791,Nick Chubb,CLE,RB,8,11,5,31,1,-5,0.0174
2024,00-0035602,Alex Bachman,LV,WR,5,3,3,31,0,21,0.0051
2024,00-0031428,Allen Robinson,DET,WR,6,7,3,30,0,51,0.0134
2024,00-0031484,Chris Manhertz,NYG,TE,8,4,3,30,1,15,0.0072
2024,00-0035639,Parris Campbell,PHI,WR,4,8,6,30,1,34,0.0191
2024,00-0038040,Zamir White,LV,RB,8,8,6,30,0,-25,0.0135
2024,00-0037509,Sincere McCormick,LV,RB,4,7,6,29,0,3,0.0118
2024,00-0038394,Will Mallory,IND,TE,7,8,4,29,0,83,0.0163
2024,00-0037252,Greg Dulcich,NYG,TE,4,12,5,28,0,71,0.0219
2024,00-0038454,Keaton Mitchell,BAL,RB,4,1,1,28,0,-5,0.0022
2024,00-0038614,Scott Matlock,LAC,DT,12,5,4,28,0,7,0.0102
2024,00-0039631,Cam Grandy,CIN,TE,4,5,5,28,0,12,0.008
2024,00-0039912,Ben Sinnott,WAS,TE,7,5,5,28,1,9,0.0099
2024,00-0033955,Jeremy McNichols,WAS,RB,15,12,9,27,0,20,0.0238
2024,00-0037257,David Bell,CLE,WR,1,3,3,27,0,19,0.0047
2024,00-0039373,Audric Estimé,DEN,RB,13,5,5,27,0,-10,0.0091
2024,00-0039325,Carson Steele,KC,RB,13,11,7,26,0,-17,0.0192
2024,00-0035973,Patrick Taylor,SF,RB,7,11,3,25,0,39,0.0214
2024,00-0036906,Khalil Herbert,CIN,RB,11,11,10,25,0,-23,0.0209
2024,00-0036360,Clyde Edwards-Helaire,NO,RB,2,5,3,24,0,-4,0.0097
2024,00-0039344,Jonathon Brooks,CAR,RB,3,3,3,23,0,-8,0.0058
2024,00-0039816,Anthony Gould,IND,WR,8,1,1,23,0,18,0.002
2024,00-0033376,Patrick Ricard,BAL,RB,10,5,3,22,1,6,0.0109
2024,00-0036534,Shane Zylstra,DET,TE,2,1,1,22,0,9,0.0019
2024,00-0038636,Kenny McIntosh,SEA,RB,11,4,3,22,0,5,0.007
2024,00-0038647,Ronnie Bell,SF,WR,4,6,2,22,0,65,0.0117
2024,00-0039379,Jamari Thrash,CLE,WR,6,7,3,22,0,51,0.011
2024,00-0036133,James Proche,CLE,WR,9,3,3,21,0,17,0.0047
2024,00-0039613,Dallin Holker,NO,TE,3,4,3,21,0,36,0.0077
2024,00-0039792,Devontez Walker,BAL,WR,3,3,1,21,1,84,0.0066
2024,00-0037487,Deven Thompkins,CAR,WR,5,4,4,20,0,-8,0.0077
2024,00-0039420,Jaheim Bell,NE,TE,4,3,2,20,0,23,0.006
2024,00-0034115,Jeff Wilson,MIA,RB,7,3,3,19,0,0,0.0053
2024,00-0036183,Kristian Wilkerson,LV,WR,1,3,2,18,1,16,0.0051
2024,00-0037253,Marcus Jones,NE,CB,14,1,1,18,0,-7,0.002
2024,00-0038622,Deuce Vaughn,DAL,RB,5,5,3,18,0,0,0.008
2024,00-0036176,Mason Kinsey,TEN,WR,6,2,2,17,0,17,0.0039
2024,00-0036463,Chris Blair,ATL,WR,2,2,1,17,0,37,0.0037
2024,00-0034353,Anthony Miller,BAL,WR,1,1,1,16,0,15,0.0022
2024,00-0037348,Tanner Conner,MIA,TE,4,4,3,16,0,46,0.007
2024,00-0039920,Malachi Corley,NYJ,WR,5,6,3,16,0,50,0.0102
2024,00-0035341,Trenton Irwin,CIN,WR,6,10,3,15,0,62,0.0159
2024,00-0039617,Jacob Kibodi,CLE,RB,1,3,1,15,0,9,0.0047
2024,00-0036332,Josiah Deguara,JAX,TE,7,3,3,14,0,2,0.0057
2024,00-0039394,Casey Washington,ATL,WR,2,2,1,14,0,36,0.0037
2024,00-0039573,Blake Watson,DEN,RB,1,2,1,13,0,-4,0.0036
2024,00-0036165,Isaiah Hodgins,NYG,WR,2,2,2,12,0,11,0.0036
2024,00-0036825,Feleipe Franks,CAR,TE,9,3,1,12,0,49,0.0058
2024,00-0038611,Chris Rodriguez Jr.,WAS,RB,7,1,1,12,0,1,0.002
2024,00-0039853,Javon Baker,NE,WR,6,4,1,12,0,50,0.008
2024,00-0033292,Trent Taylor,SF,WR,2,1,1,11,0,9,0.0019
2024,00-0035311,Myles Gaskin,MIN,RB,4,1,1,11,0,-2,0.0019
2024,00-0035594,Travis Homer,CHI,RB,8,3,3,11,0,1,0.0057
2024,00-0036425,DeeJay Dallas,ARI,RB,16,3,3,11,1,-9,0.0057
2024,00-0037594,Julius Chestnut,TEN,RB,12,3,2,11,0,1,0.0059
2024,00-0038507,Grant DuBose,MIA,WR,2,4,2,11,0,47,0.007
2024,00-0033893,Dalvin Cook,DAL,RB,2,1,1,10,0,3,0.0016
2024,00-0036670,Jermar Jefferson,DET,RB,2,1,1,10,0,0,0.0019
2024,00-0036741,Jack Stoll,PHI,TE,5,3,2,10,0,12,0.0072
2024,00-0031690,Eric Tomlinson,LAC,TE,5,4,2,9,0,8,0.0081
2024,00-0033863,Dan Skipper,DET,OT,2,1,1,9,1,1,0.0019
2024,00-0037382,Brandon Johnson,PIT,WR,1,1,1,9,0,5,0.0022
2024,00-0037422,Kendric Pryor,CIN,WR,1,1,1,9,0,9,0.0016
2024,00-0037745,Velus Jones Jr.,CAR,WR,2,1,1,8,0,-5,0.0019
2024,00-0039392,Jha'Quan Jackson,TEN,WR,12,3,1,8,0,78,0.0059
2024,00-0039874,Jaylen Wright,MIA,RB,13,6,3,8,0,-6,0.0106
2024,00-0032141,Geoff Swaim,CLE,TE,3,1,1,7,0,2,0.0016
2024,00-0033106,Jared Goff,DET,QB,17,1,1,7,1,5,0.0019
2024,00-0034365,Ian Thomas,CAR,TE,3,6,3,7,0,24,0.0116
2024,00-0036556,Brevin Jordan,HOU,TE,2,3,2,7,0,1,0.0055
2024,00-0038498,E.J. Jenkins,PHI,TE,2,2,1,7,1,9,0.0048
2024,00-0038920,John Shenker,LV,TE,3,1,1,7,0,4,0.0017
2024,00-0039543,Ramel Keyton,LV,WR,3,3,1,7,0,30,0.0051
2024,00-0039824,Jared Wiley,KC,TE,1,1,1,7,0,4,0.0017
2024,00-0033460,John Ross,PHI,WR,1,2,1,6,0,47,0.0048
2024,00-0034184,Gus Edwards,LAC,RB,11,5,3,6,0,-15,0.0102
2024,00-0036254,Collin Johnson,CHI,WR,6,2,1,6,0,16,0.0038
2024,00-0036877,Jaelon Darden,SEA,WR,11,1,1,6,0,-3,0.0016
2024,00-0038359,Xavier Smith,LAR,WR,14,2,2,6,0,1,0.0037
2024,00-0039451,Isaiah Williams,CIN,WR,8,3,2,6,0,15,0.0057
2024,00-0039648,David Martin-Robinson,TEN,TE,4,2,1,6,0,0,0.0039
2024,00-0039703,Cody Schrader,LAR,RB,1,1,1,6,0,0,0.0018
2024,00-0032688,Robbie Chosen,MIA,WR,1,4,1,5,0,47,0.007
2024,00-0034073,Ross Dwelley,ATL,TE,4,1,1,5,0,1,0.0019
2024,00-0035547,Joseph Fortson,KC,TE,3,3,1,5,0,4,0.0052
2024,00-0036640,Zach Davidson,BUF,TE,2,2,1,5,0,10,0.004
2024,00-0037207,Mike Caliendo,KC,G,1,1,1,5,0,2,0.0017
2024,00-0038576,Charlie Jones,CIN,WR,7,1,1,5,0,5,0.0016
2024,00-0038941,Tyler Scott,CHI,WR,4,1,1,5,0,-2,0.0019
2024,00-0037287,Vederian Lowe,NE,OT,8,1,1,4,1,4,0.002
2024,00-0037578,Juanyeh Thomas,DAL,SAF,9,1,1,4,0,4,0.0016
2024,00-0039811,MarShawn Lloyd,GB,RB,1,1,1,3,0,-5,0.0022
2024,00-0024243,Marcedes Lewis,CHI,TE,5,1,1,2,0,1,0.0019
2024,00-0033873,Patrick Mahomes,KC,QB,16,1,1,2,0,-1,0.0017
2024,00-0034834,Sam Hubbard,CIN,DE,13,1,1,2,1,2,0.0016
2024,00-0037258,Dameon Pierce,HOU,RB,10,4,2,2,0,-5,0.0073
2024,00-0037306,John FitzPatrick,GB,TE,1,1,1,2,0,2,0.0022
2024,00-0039732,Bo Nix,DEN,QB,17,1,1,2,1,2,0.0018
2024,00-0034571,Trent Scott,WAS,OT,2,1,1,1,1,1,0.002
2024,00-0038981,Wanya Morris,KC,OT,6,1,1,1,1,1,0.0017
2024,00-0031299,Jordan Matthews,CAR,TE,2,1,0,0,0,16,0.0019
2024,00-0031357,C.J. Goodwin,DAL,CB,11,1,0,0,0,7,0.0016
2024,00-0032381,Taylor Decker,DET,OT,3,1,0,0,0,2,0.0019
2024,00-0034419,Braxton Berrios,MIA,WR,6,4,0,0,0,26,0.007
2024,00-0034959,Andrew Beck,HOU,FB,2,2,0,0,0,21,0.0043
2024,00-0035544,Tom Kennedy,DET,WR,3,1,0,0,0,11,0.0019
2024,00-0035795,James Pierre,PIT,CB,9,1,0,0,0,14,0.0022
2024,00-0036037,Sam Franklin Jr.,CAR,SAF,8,1,0,0,0,11,0.0019
2024,00-0036096,J.J. Taylor,HOU,RB,3,3,2,0,0,-6,0.0055
2024,00-0036438,Stephen Sullivan,CAR,TE,1,1,0,0,0,16,0.0019
2024,00-0036727,Adam Prentice,NO,FB,9,4,0,0,0,4,0.0077
2024,00-0036913,Kadarius Toney,CLE,WR,3,1,0,0,0,-5,0.0016
2024,00-0037093,Dareke Young,SEA,WR,7,1,0,0,0,9,0.0018
2024,00-0037156,Irvin Charles,NYJ,WR,8,1,0,0,0,3,0.0017
2024,00-0037216,Justyn Ross,KC,WR,1,1,0,0,0,10,0.0017
2024,00-0037243,Tyler Smith,DAL,OT,4,1,1,0,0,-6,0.0016
2024,00-0038090,Skyy Moore,KC,WR,3,3,0,0,0,18,0.0052
2024,00-0038092,Erik Ezukanma,MIA,WR,1,2,0,0,0,59,0.0035
2024,00-0038489,Ben VanSumeren,PHI,RB,3,1,1,0,0,0,0.0024
2024,00-0038643,Brayden Willis,SF,TE,5,2,0,0,0,11,0.0039
2024,00-0039163,C.J. Stroud,HOU,QB,17,1,0,0,0,10,0.0018
2024,00-0039316,Baylor Cupp,KC,TE,1,1,0,0,0,0,0.0017
